qprime,mdot,Tin,R,L,Cp,k,T
41115.571003455196,192.292681360663,573.1546698736142,0.00497265205194011,3.7681102748320185,4.267215360605263,1.05770506895644,1523.0862228063268
41161.36069539723,199.37029912183303,573.1519412558295,0.004941007815355324,3.7501524813500735,4.2349221279533795,1.0306509252619962,1478.2898788704115
38651.34674354802,197.73314006746486,573.1509505650774,0.0048464633331935245,3.7171200403587354,4.333792489457615,0.9946079746072977,1355.1410885697867
37851.1859691781,201.9237336624169,573.1513537119041,0.005348877514685426,3.9559422258137595,4.119457675728862,1.0042529388395576,1360.6637883375802
36758.06108027656,202.07682359834445,573.1526849233136,0.004915065487151458,3.424495463739979,4.206334265097457,0.999614656397758,1304.2613199261907
38358.625244714305,205.8503497132969,573.1533232365924,0.004769552133241956,3.5599501504653706,3.9589023515502895,1.0407333493725617,1414.7844462580238
37799.59876448429,220.4045360155302,573.1515295302514,0.00487531010566193,3.8799497035335646,4.181527610675236,0.9319664666663556,1243.0072865751783
37574.34834635062,202.34374868896728,573.1510015872543,0.004726049035422925,3.7623768784647273,4.235734000186835,0.9748563573835062,1301.1162268487274
41418.44320984888,200.88196897883637,573.1531057458661,0.004727272496715182,3.759226034697108,4.098848276266283,0.9479359234567649,1367.486442431921
42399.904449285576,208.24701056680692,573.1522090865611,0.00499366411392945,3.7185048568435057,4.2394687873349195,1.0386957640078645,1515.988515402467
35497.89575873526,191.35021537371412,573.1519487825798,0.005015029791180445,3.476889355185235,4.201250905502606,0.9700658399405897,1240.678385236065
43008.610300689725,206.491514761518,573.1501550779516,0.004999750303150671,3.6181439292723745,4.322715697093136,1.018580783102068,1496.6228337494272
40076.912253064096,218.95964649479723,573.1540943085802,0.004717676055541496,3.4801548850413524,3.9805778037409945,1.0089222236917612,1402.0361063806756
37939.67287191737,224.696035762602,573.1523220565884,0.004798175829306062,3.6104665914260057,4.052189394086975,0.9749680308995886,1298.266720944241
42809.21377359049,187.60637326763347,573.151493637366,0.004773622685950196,3.664708065503268,4.270383259139723,0.9721754579791451,1440.3134838016383
43599.41912322301,196.3881299547015,573.150261664715,0.00528664755482679,3.6833468839305867,4.1897340479995515,1.0471214228931316,1571.8572084845212
44416.36730766776,217.48300717380314,573.1526434266574,0.005002567591710647,3.6301432115897523,4.1243633662303205,1.041230912952896,1568.9503152270172
40717.143891640364,197.8692732134218,573.1537597117307,0.004711336243773763,3.400008544531745,4.273579016896198,1.0512179660650944,1481.9108232736962
43296.34652535761,207.4408569427669,573.1546095353577,0.0054140053584227806,3.624662548171556,4.22031413002851,0.9654577933189401,1428.6411041196225
39902.28976825166,198.33487990875918,573.151550762987,0.005123070631878071,3.5633096312960912,4.148146462196004,0.979220355957247,1365.5923860824755
41250.42981148936,200.80916781861146,573.1540254048824,0.00530721492688814,3.6997068188683953,4.347502894585989,1.0260960886919563,1466.8032369826021
40818.73201200055,200.83780550625755,573.1516624288028,0.0051905093118283065,3.765039808475975,4.106388578717342,0.9660378718313556,1377.9671768423202
37764.59864704823,204.62904760676278,573.1504428179197,0.005550071473452536,3.556463682018475,4.099605352536994,0.993253718421983,1327.2905574486138
42066.94045247841,185.12174095485562,573.1503256731039,0.004739122297629403,3.5621086135234616,4.244811393987563,0.9454504480004333,1379.8539371316494
39305.65412079982,211.17227195521204,573.1546727995494,0.004839278135077374,3.8347886177052786,4.163465771798992,0.9900556494858828,1366.4826603446659
40622.338563157275,202.72464478266713,573.1517161703151,0.005186664337603502,3.811547174810772,4.368564272895373,1.0195219209628743,1442.4074720378114
42210.20241133806,189.8740648522073,573.1537838837038,0.004880615468422465,3.7615170071126465,4.198926499218456,1.0342165535729917,1522.4239083844056
39804.16329607718,203.7821279842158,573.1541618966353,0.005074051222553752,3.8989821677257,4.065157816769627,1.0399065510201606,1464.0774188970552
38103.21108979126,190.98769754888954,573.1528715737131,0.0040030159090838485,3.7120553481367877,4.214146368440662,0.9853995351132607,1336.04490628388
42851.61743750685,181.90363166189604,573.1522332673898,0.004720789731790492,3.704449704571439,4.1718253505006375,0.989858518840328,1478.5551981596252
41941.00798696947,202.3715894998107,573.1519564240067,0.00513480681940871,3.668500086735475,4.128883647857233,1.0486724939064056,1524.9533874245212
39239.70890003845,207.61513409436168,573.1505697400861,0.005199263409892719,3.4789909400755894,4.248216887963991,1.0162872358744728,1389.062003398557
41049.25671179068,191.53649572472062,573.1532093768733,0.004780725225644177,3.381832026834726,4.141088787393246,1.0507622941848085,1498.969531463316
39813.14775336995,205.0919511128038,573.151763780876,0.004631261261064561,3.407365562171917,4.078115616916013,0.9556894309060233,1322.0458407769258
40988.937501851084,199.55200600974788,573.1534790140702,0.004844324342539407,3.700741661345361,4.137385058695884,1.0612963492841085,1521.0197101495987
42108.402864139636,195.2630677200114,573.15479162587,0.00544299921789404,3.624934269286992,4.156054454794784,1.00914987339252,1472.8520813351122
42633.25657103413,209.2130828295246,573.1507625285548,0.004984992988605684,3.9544936244113327,4.154825137229959,0.9843427325657044,1452.8599268882588
38861.44084871213,211.7318164614219,573.1545244640536,0.0052373573736946765,3.7389961491974346,4.335628976355297,0.987830399829127,1342.8635974284512
41795.864912116944,209.1682147073839,573.153814476651,0.0047994371731321485,3.4567284137412715,4.089414226669448,0.9358505278082934,1343.5789315981208
43263.16932362264,197.90797714613393,573.1502490270036,0.004939277588578133,3.9146716978437723,4.316591859288588,1.0013955365555145,1496.8059798937318
41326.47111980777,200.95766853226397,573.154433374841,0.005263010666525789,3.699008782560964,4.187469742220816,1.0181204077836523,1462.5133401229782
44046.57110759554,206.45045535556355,573.1540117940463,0.004984870435280077,3.325681148528981,4.134641659029421,1.0602792737939835,1581.740471248412
39724.74896114015,185.24753036234597,573.1527945430515,0.005032359186447622,3.443593518554585,4.269107149370528,1.0022257052911756,1394.8317927580729
40951.09146546153,216.33500225829124,573.1539892233372,0.004565901450120478,3.5769560129471163,4.2065299499389885,0.9905636705676755,1396.4414864150674
37363.625336866346,194.01992290860431,573.1549435731348,0.005029856089186168,3.6718871706386556,4.162531087011052,0.9968374041458747,1331.0618672484518
36370.569451981515,205.67169675329308,573.1516737681028,0.005096116402052755,3.313563646796825,3.987876239526266,1.0373451347877434,1347.1573728432313
42058.63488203017,189.47475403501497,573.1531202361078,0.0053358826783863516,3.439269004947653,4.29249319082643,0.9793087206156394,1419.1642861015116
42669.39784455208,195.44153962357188,573.1500443714497,0.005243785227345454,3.352313060015979,4.0790568218071845,0.9922624507014102,1453.7251316652157
43703.18446710758,199.11332661056423,573.1540429206175,0.005071004750101201,3.8922544240178745,4.2381327806799804,0.9737878308496177,1468.2024638999796
40058.54754165223,179.8357325001461,573.1533995811595,0.005264390001913755,3.4157235959661634,4.055039441675561,1.0402692769992576,1470.8363543148923
41838.48217149709,211.46027947673585,573.1523342616205,0.004997382144306733,3.769332803141537,4.093330179805936,0.9686686366954639,1401.9453494294828
42248.8276047462,182.09639737340765,573.1504914811561,0.004750357346117912,3.645631473514521,4.076040441824555,0.9523001774580744,1406.8557000124265
41474.543724420066,199.63232978003455,573.1518340572056,0.004735494734716084,3.695852886206649,4.180048896160443,1.045993389387596,1509.4442064412233
37556.213546636136,192.1484620278978,573.1531784584561,0.004981458517600937,3.5676778088476926,4.20200944353506,1.0329545082952605,1383.7201295427776
42795.27421530686,218.10703672799795,573.1508276724952,0.005223561548630385,3.4346510413198716,4.287527514290262,1.0656280797931028,1546.8363887183314
40349.53974854384,189.00839949449318,573.1502120814716,0.0047109313130654215,3.6661343310201815,4.035908427024826,0.9813411057449508,1395.4550728064282
39605.79596484469,209.0204381977028,573.1517838263995,0.00516797835123105,3.579350680417845,4.226845875927968,0.9183901204964507,1264.6292303891496
38601.60834221858,198.34503226608024,573.1523374306296,0.0049776819220113,3.542907657312406,4.033055015868114,0.9732756138957023,1326.3694597356891
42349.54677676051,202.96333440803232,573.1511720994538,0.0052278842804931135,3.544299423014349,4.164315103096192,0.9875510007731317,1437.8129979605483
38304.346317631425,201.60125000168222,573.1512099917887,0.0051836956155923535,3.958443123881816,4.214405772558813,0.969484010813147,1320.0994558142502
40013.128495212455,198.89471571392724,573.1502566844221,0.005098810864343521,3.7090455123406922,4.194527173546726,0.9623715935769985,1347.9073753865086
38816.385412894946,218.64840146330994,573.152055394832,0.005012127097525463,3.814462342716663,3.9352825733646126,1.0065755654719113,1379.588159326322
39543.09874514389,205.38422128841185,573.1514756219659,0.005661014265028959,3.5922899082061814,4.176057014952699,0.9499397148255764,1310.555666406825
39325.61926561331,202.21403039907798,573.1517011080423,0.00486498168725194,3.726702358257052,4.071315837219595,1.0069590479865846,1396.626150269871
37428.99271983231,191.88506676126394,573.1511015729491,0.004936178233206968,3.829755109714539,4.092824619406605,1.0056660225101248,1355.1342408102696
43371.270975688036,192.26788395262204,573.1529563720478,0.005047630095451013,3.7030249573976497,4.239337831934228,0.9587721510086484,1434.4029122934458
38532.06854787188,181.68144412019467,573.1539783534016,0.004806943367591187,3.6695186283189676,4.349654527693024,0.9885900175375602,1352.7531242974826
40601.70942445332,183.40914300700592,573.1510217180887,0.004963922291824677,3.6691305106729306,4.246598941175656,1.0882984964051394,1559.5280527086618
34371.17541507302,204.7247517858695,573.152357862141,0.0049174019301878365,3.572403653906823,4.036989928496036,1.0042091003769114,1258.5627343806284
39911.33318931162,195.97149451980366,573.1505596416355,0.005022969561353698,3.6168582612010414,4.218891709747882,0.9800526457701699,1368.3834597654218
36495.23205943011,212.68332917008297,573.1508007147319,0.005102307351314812,3.591705236156558,4.152441639651794,0.9342439736821802,1210.6152310843606
41561.56253950303,182.67472655970155,573.1544726122005,0.005179643755959197,3.53153974781629,4.235081994844741,1.017205610565787,1473.414853774593
43463.03479377765,181.14147642618235,573.1522474267923,0.004627172160815581,3.405169755369084,4.226256214391726,1.042087274436276,1559.2777279835864
38843.799687834944,197.47917444506393,573.1547294732009,0.00474713458330142,3.3924620559472993,4.151473619340177,1.0314458687731052,1406.7456968734414
40392.093002689,217.38823650270777,573.1508396125442,0.005062897433240601,3.750418013111406,4.236152237807308,0.9991839132096851,1398.8848357440743
40640.86754123247,210.66315705302685,573.1502336487828,0.004818764030668032,3.628220426850471,4.207377854280508,0.9760170081944672,1372.7345855985966
41865.06693498717,183.2198687152818,573.1514142088702,0.004755380310805979,3.656903021522933,4.130210107544813,1.005321979927294,1473.124983963026
38032.47972416886,218.3608933860471,573.1511887379521,0.004967088602760221,3.5408810269149225,4.318181682847686,0.9965240691085173,1324.1740545479188
38512.42618742869,192.53976044615354,573.15145701558,0.004450791405647739,3.5492802729085895,4.18344836874159,1.0096692466358774,1375.174231655148
44782.47808896237,200.26646457883098,573.1543429511144,0.004820562168055975,3.5001518479548097,4.106953863096052,1.0249965283792215,1562.3924443320736
39004.92390604228,203.36842258209032,573.152708454043,0.005150980362453492,3.794475166620859,4.16782667165477,1.0366559637317452,1429.7818244000214
39457.60047927766,186.50181830606334,573.1519970786127,0.004818012647717874,3.431265618684058,4.2058097855065775,1.013121979880412,1404.200891008521
40317.74082486814,195.8776274540328,573.1535527858799,0.005030245420307368,3.8244962999424006,4.158431518999037,1.0393520182399818,1476.9866456048503
43665.953659838604,202.78713088443695,573.1534690294112,0.005023328752436946,3.8830385677180916,4.158961994231563,1.0689836135098338,1612.2924566413833
39918.05146442949,184.42496527329172,573.153848098899,0.004383284518952887,3.7574929713853047,4.018168553471506,0.9691076777357629,1374.2682817361845
39871.382433886,210.54892774024435,573.1517521329305,0.005092061373184531,3.7800154904296335,4.216385877020882,1.029280265619394,1435.004652284876
39579.08093276655,216.05592838502517,573.1524759298711,0.005163413005191726,3.783009420794506,4.146718313224659,1.0112489725466305,1399.775296531598
39630.47649484892,200.0504168144792,573.1548144848988,0.0050947755584535275,3.5520476811972173,4.128339455353556,0.9983678078070882,1385.0538943910885
41570.533911346,214.03751747741546,573.1528158993244,0.004970411562937814,3.4730085680415135,4.042415374332162,0.995410076523,1422.5357249256526
39041.855467666865,190.61655337775255,573.1533597569497,0.005390929557746578,3.723784505764967,4.1295317305300285,0.9724471729714987,1345.6256536938615
41963.6602593203,196.15511369915973,573.152425388797,0.00521232073780728,3.612182002304132,4.068098453839617,1.0298049079747404,1502.0332875360432
39134.89989809728,211.24643524650241,573.1518250971009,0.0046554726119255796,3.6046090075907005,4.194111450566557,1.016192307073457,1390.1927993082857
40732.46175869024,191.2075968873045,573.153534678219,0.004955446998351766,3.862015208555182,4.194234828556462,0.9940956682725464,1424.8829352007463
41311.76473753226,211.6291146625203,573.1511927389366,0.0050650804879727685,3.286112853821436,4.1331858559188,1.0331595148350814,1461.9082972616845
41217.75172587877,207.08348862064264,573.1522890746321,0.005171346699923982,3.945440535415577,4.293431480454852,0.9911604684399985,1421.1351928586685
37613.83085668578,204.9704259763957,573.1529795702626,0.004745625426128689,3.7120815035169965,4.29422919833808,1.0434098307621047,1393.9122691510777
40074.453366517926,197.09485766622345,573.1544963816029,0.004825138155938589,3.8633499040276016,4.222215988927638,0.9590543751374659,1350.7516767486964
42356.35243251317,204.29965429439414,573.1542655968228,0.005016593472484215,3.465448083308207,4.215386545168361,0.9833137213702352,1425.9925505551164
38172.47099126738,229.26330835272327,573.1508207958983,0.005308801143127221,3.5478337159660143,4.154081840479068,1.0413621381825815,1389.822605614364
39066.94825633463,204.73408253730005,573.1507517435022,0.005130300905061145,3.8653534612625187,4.107908244912295,1.062681600816816,1473.9704269508443
41101.2383571737,185.62852175257436,573.1509085535978,0.005310115816950839,3.9003875724520944,4.256144154302209,0.9836665041085011,1423.3351370114328
41230.595223877965,196.8666048690768,573.1529520272503,0.0050423141163776575,3.5852569734927107,4.136916139258322,0.9970909111689564,1429.0268046626863
40094.32846189866,208.97294954564362,573.1509241234189,0.00455776444170543,3.7366927063595887,4.1191696218179406,0.9817322575104821,1374.5360261410276
39515.74471615534,211.876544922665,573.1542646916909,0.004668975999661673,3.6935368452457404,4.186573091743545,1.0804228424882005,1497.5864548493132
38835.36074718032,206.2947775327728,573.1521160124692,0.005538727263623504,3.3910190774311992,4.158687185780161,0.9740205131820852,1319.1930852690173
37279.05026706509,209.56287422464905,573.1519329286432,0.005105964282901861,3.5034260838770868,4.240011794244186,1.0511450996371579,1387.367720128855
42517.23669931291,191.32635154163216,573.1535395093223,0.005372010335376324,3.25365151792873,4.249695668091438,0.9669989200707929,1405.6950444798092
37624.790965269836,191.56016874235496,573.1505639833567,0.004983913105936771,3.6497983771546307,4.114625566543133,0.9989311741383187,1343.3266177334986
39510.90896804499,211.82250759140007,573.1524238279259,0.004683083661763484,3.3313402179419085,4.180368456339857,0.9978726832669375,1364.0400387891423
42386.16428883119,204.05394976277398,573.1539848985542,0.005195672208896136,3.4977123883312937,4.160871589104693,0.976866936982993,1420.593776126628
43597.197853004756,199.78846809167464,573.1534471567531,0.005069246875675923,3.7977429482182616,4.268781349222803,1.0179817600135335,1526.4528937876821
40459.73982454669,204.2136746699212,573.1547896007496,0.0049601083688829185,3.690322132652505,4.192537916167153,1.0254135091673535,1446.9329015303856
37051.97756589534,201.3864848090813,573.1538907179191,0.0048146443984955324,3.874713633895365,4.198308396091238,0.964536488796999,1278.9840618632536
37933.02494594149,221.1662907667264,573.1502537488439,0.004899103732312379,3.539922772226823,4.13263327347966,0.9681268553149923,1286.0399162532951
38116.505247270834,185.33809355365253,573.1523881370262,0.004850437765333405,3.809207360519257,4.1362703005938695,0.9520007531604103,1299.4484267794
37524.87859463952,199.77256724684037,573.1500789771881,0.005483098944199305,3.8127239932209704,4.161689579633836,0.9935268730063205,1331.7283045058152
41810.665322743116,207.5683730243448,573.152601257363,0.005131403641902949,3.3875342956404126,4.048416969999217,0.9749487096689832,1399.7016468972622
37785.33701040409,183.7860152919116,573.1508736190258,0.004594792570974846,3.592820056255017,4.288640117602988,1.0026834122285406,1350.7131004621986
38268.428796480155,192.9040649520202,573.1518032520883,0.005079879486210871,3.5292039774587094,4.294400140044556,1.0044292480737378,1356.7497009692147
38865.11424961292,201.97195266977297,573.1530753649158,0.004708120607848352,3.8579336925724066,4.269682870422721,1.0028450921969287,1376.7753548527858
38612.18464717303,211.3753986529643,573.151229973667,0.005252921553774067,3.6944430166281728,4.106554465624407,1.0431751463754781,1421.4536286342288
39028.49490565113,194.1989633927293,573.1510330701528,0.005148234850864407,3.8069827484335588,4.355615841398607,0.9605196072765242,1321.479883115623
37545.148929051495,199.80256742431237,573.1538720316748,0.005233559122484211,4.109323781178747,4.120341822880674,0.9923307631020367,1342.49345095353
39909.03054043673,188.53407906404686,573.1513421364681,0.00478202971485672,3.5380800300961117,4.039202257950666,1.0217407602048816,1437.9053893645091
41707.41600333965,210.0786365881105,573.1536188917154,0.004613131980947172,4.1375856759637415,4.066197112683636,1.0170158368646807,1486.8362239788573
35622.50124540429,192.4300575101751,573.1548998757585,0.005075389357084452,3.639057571778225,4.102134205008187,0.9640529577444918,1243.1478064594833
39336.572557619314,202.93809724753328,573.1503378745124,0.0047681728759005415,3.263101126142601,4.030556167943538,1.0127598143859828,1387.9998823366277
39833.88909096571,198.58629096030472,573.1537287093881,0.004920907614113985,3.6778901992127477,4.212439399773427,1.006304121742639,1405.0241459547265
41309.02602810141,198.18505200413156,573.1547541915075,0.0049825958278694685,3.361495081370172,4.131218009118253,1.0169261613889238,1450.2355274313045
36784.93629939066,209.14448749504712,573.1549715503785,0.004821778985654143,3.5033336179083108,4.089861118416662,0.9917817638301527,1296.080249638522
40572.00022371353,174.58043233897922,573.1539664908757,0.004955077868411466,3.536023137011642,4.311199249518981,1.0113653643586722,1442.2729122741534
41932.95221855037,207.7216070860205,573.1535629682876,0.005077844714607877,3.8063454251777817,4.145019812588995,0.9728577411547722,1412.7575672349876
39297.63784970925,201.8781093868368,573.1540606491583,0.005059129020358572,3.8642721526342454,4.120623114919494,0.9670664204991889,1342.0488271472916
37607.145096458444,190.43335271063586,573.1510747256566,0.005132148967115991,3.4752278261521887,4.233246247677649,0.9481961834406131,1263.0071693352568
37373.18382254917,201.55176437620574,573.1504079529457,0.005419336103491945,3.453245799606492,4.40130610191469,0.9601454648820755,1261.886167288496
42046.062711437946,198.95256114284172,573.1549900638772,0.005291393086775985,3.4302780727900326,4.286202315209987,0.9765860875126372,1407.967025007843
39581.956532955235,192.08551349778654,573.154910917239,0.00480591955611906,3.844903568524338,4.099507280300994,0.9892409000411589,1388.9077931927238
40410.64982664544,196.5866278788758,573.1511444799913,0.004887004300033779,3.452797970218287,4.313700309517426,0.948687934423736,1327.3385172102494
41425.17522671067,193.49790720114694,573.1524105718821,0.005322422838679888,3.437249337868689,4.000736193597647,0.9927465951101625,1429.1085910961388
37996.075307307496,204.61094898451566,573.1531049155847,0.005202778782033017,3.836193537038596,4.165879884671359,1.0382612394597703,1405.733018355507
35002.230518586286,177.1530689852177,573.1518077422779,0.004871800904354389,3.329958095801434,4.187323551423184,1.0047770051786176,1279.755516291898
40531.06061706293,206.91237635082166,573.1504772150171,0.004931723307351979,3.866562132614358,4.17327653530051,1.0328443608318056,1465.6099316227114
40799.157725579236,204.38312951657375,573.1521394907493,0.004808844103335166,3.619188758608564,4.253027341464149,1.0222381100019675,1446.367707364859
41152.96821821914,207.93521271738882,573.1524996219789,0.005104829185760554,3.7430670054436175,4.238664875003713,1.0213958123796227,1457.5204523896095
40375.39475916195,200.44798864189005,573.154934996219,0.005112556415073666,3.5579414327344776,4.251688801014127,0.9868987187171255,1384.051739544286
39781.885522387165,201.67993783584487,573.1503699780169,0.004697379495803071,3.999923880210203,4.095653674760812,0.9325485836382115,1311.2410711327575
38224.83906589682,199.42853950868792,573.1528569965024,0.004974105127732194,3.903128480816156,4.161190382193217,0.9691810690190424,1318.9064046487372
36511.999654694744,198.77518438530467,573.1511278254562,0.005108135033643299,3.855832813594733,4.137859867590265,1.0075622186847657,1328.1429462144113
39692.66815690892,186.62560524121312,573.1504728482662,0.004787763940117816,3.396240844871389,4.19716778483263,0.9825118085550023,1364.980695693351
39588.96591953073,187.31547926366605,573.1545475896248,0.00426579130054931,3.9794610456855417,4.047143307455846,1.029515308059546,1460.7565908656063
39991.5450223003,196.09649879084893,573.150499060992,0.005628405715886862,3.4841355565982406,4.233759482415518,0.9908876109643194,1380.4277785932372
37111.888026923734,182.92589304691253,573.154876638179,0.004292261159656697,3.5677224006002546,4.112202383068063,0.9570926565581094,1274.6162782616236
39392.29888538186,204.84318361101688,573.1501257348668,0.004752433635895761,3.8684248790843485,4.207583810562474,1.0204754899355535,1416.8843505465052
37803.548719859704,201.38149848638722,573.1542490729427,0.004740847225523728,3.483006423599211,4.425843528611567,0.9538823122756965,1264.4450408889663
40882.33771172958,204.85473234634415,573.150726065019,0.005303242301849882,3.662611353863114,4.249416049496486,0.963850769402572,1365.1901926664445
39275.91326741699,205.99050692901235,573.1510770722591,0.004652962670034305,3.6820494438576605,4.354181627876071,1.0148302450270916,1393.132568824409
39313.715628193095,182.9481418173465,573.1518185977736,0.005220512176047853,3.539334490591709,4.161789837747791,1.0022896709712585,1393.3932855431174
39508.37625508374,200.0470971990276,573.1530435248151,0.005172329733065259,3.6319552193725047,4.22547478271751,0.9821331401323835,1358.4188483185346
38782.834237303934,183.51501295359145,573.1532188564913,0.005224593864511932,3.694743753020256,4.225018219334242,1.0495347099231251,1452.325506122402
36385.265011715324,192.78806313576104,573.1545362043747,0.004974273179189839,3.676596608199923,4.2275481172011204,1.0437449703293522,1370.957403986208
36216.60101087782,198.66489473255245,573.1515351744973,0.005505709597992645,3.986058917000939,4.229138493601409,1.0172252380254407,1335.7108471937227
38472.96086026709,212.59602858710934,573.1506501966746,0.005054994979656895,3.840549140486619,4.22080296431349,1.0088321535335956,1368.9850212887259
40191.49083481934,193.5726107840176,573.1544901906362,0.004992843511725111,3.367375247765021,4.121910357931391,1.005682942521891,1407.862294175521
39483.150074784986,208.14666894321954,573.1544833826188,0.005198312611321546,3.7474939597635846,4.219127083225053,1.003810740127832,1387.9432854149113
38891.86587564508,205.50467600026948,573.1506340621881,0.004920110437701184,3.6442095576732987,4.117058505630307,1.0277787196216646,1408.2267725185466
38833.03656444664,210.2710820408272,573.1547102654931,0.005231823771906605,3.6787416735006317,4.171022557597575,1.038869256961665,1419.0721522953295
40515.63622846973,194.37324326063876,573.1503765087956,0.00508570024491353,3.7507803886040283,4.2693264931557495,1.005254342723408,1425.7715071304785
40683.433246345114,202.8216361238697,573.1538219586467,0.004892247839663038,3.7070725913705584,4.082471332076286,0.9527476569192248,1352.5057846565162
42652.337650440946,202.8941947808255,573.1539296901833,0.00491174077998135,3.6812723431881267,4.179418915638975,1.0019449150758841,1472.4414460228163
40000.382410006234,209.4244505548836,573.1521238409538,0.005298821271416262,3.5244243510674185,4.108406359505269,0.9826037497539768,1365.6059537090355
37746.78470974336,196.56419862552383,573.1503596574097,0.00472496821525861,3.6171756093427136,4.013986732527291,1.0149543693260965,1368.047389933933
41021.45721208404,187.8178059977873,573.1519905097203,0.005148881641992728,3.533384459812891,4.160086160674097,0.9805962901965887,1403.1808754175825
41129.62135553707,203.64668594811585,573.1509744951369,0.004989886180933903,3.9305318625436727,4.2664048736243965,0.966475277797568,1385.4897470834494
38440.799479110596,197.98265602565385,573.15253465196,0.005013892939945837,3.9296375106364976,4.132160222619633,1.0581589552756023,1457.0003577701868
41789.628080612,209.38885848394062,573.1549522246912,0.005496908893269859,3.7812315090173443,4.23295849014547,1.0324439424670508,1491.9076891713976
41734.79381826041,197.26620664364947,573.1540221607856,0.005181421360206702,3.8191791935617343,4.224116196546443,1.0357272132201298,1506.692438334464
34111.64224029492,205.54294812473594,573.1529143558693,0.005324569942525832,3.6130276437161295,4.178843351973326,0.9916665317509678,1232.2681655314525
39033.095879444394,207.3864280829219,573.1506063566253,0.004788730805728081,3.7277013343302614,4.234545472474105,1.019042983366981,1397.3059853523062
40168.983769396364,216.7650647953313,573.1526145396847,0.0053320265061665316,3.7845654244247178,4.169018837370705,0.9857728309481895,1377.444304668343
40300.655690084175,213.00408535144285,573.1507158591559,0.0048705947708355705,3.564865074323907,4.206726467421718,1.0384248402783465,1450.3679488751814
38312.196720031905,204.34258271473448,573.1542779153394,0.004861591708879634,3.496209765147792,4.140481429619942,1.0041384259245771,1353.5357400558887
43110.14564002986,214.6775209338898,573.1500696081647,0.004913539039085168,3.706522124172867,4.179612187183804,0.9960134346025874,1468.5206322737909
40336.06388351378,206.8064145354266,573.1525101740741,0.004873223961515467,3.9903611118431677,4.247411507842864,0.9642146693361758,1361.9541446918204
39470.69863714487,193.19118173123726,573.1515402870776,0.005161294830067612,3.1620309704876335,4.104906141425757,0.9750974584889758,1337.929082629798
40405.625390375004,219.539672751693,573.1535442964771,0.00469929828243326,3.4984292314750527,4.063567674871346,0.9559186530511065,1332.7934493453838
37253.18532742825,199.46456901887547,573.1525180850001,0.004702582012198147,3.9015041489048303,4.209120386574318,1.0117743818485165,1352.3612117837513
38627.14959264286,202.62299887142152,573.1507089670183,0.005422297320044386,3.3066292274877,4.267483405385328,1.0224268220808304,1377.9502058292726
42129.260880782575,203.7078026642165,573.1533886504018,0.005413572344513501,3.3561250992691045,4.166780789496737,0.9729361986923476,1402.55940384657
41627.255085318866,209.70056890122694,573.1541216110078,0.004810781728340261,3.4563941070232547,3.974235699283032,1.0228556541679268,1469.007933182011
40271.57345769504,191.02428233954652,573.154823917134,0.004994046952368376,3.627270195013518,4.148994211025709,1.0049919091747657,1420.703065646812
40875.59412207169,204.56415860885804,573.1541905483413,0.004793473021531057,3.9282560401154654,4.230328654503306,0.9742921282888244,1390.6576552061388
