{1009_(2.4.1)},{1011_(2.4.2)},{1010_(2.4.3)},{1014_(2.4.4)},{1015_(2.4.5)},{1036_(2.4.6)},{1001_(2.4.7)},{1028_(2.4.8)},{1029_(2.4.9)},{1013_(2.4.10)},{1029_(2.4.11)},{1004_(2.4.12)},{1006_(2.4.13)},{1000_(2.4.14)},{1002_(2.4.15)},{1003_(2.4.16)},{SubCriticalFlow_(2.3.1)},{2fCriticalFlow_(2.3.2)},{BreakOpening_(2.3.3)},{ACC-C-liqVol_(2.3.4)},{ACC-H-liqVol_(2.3.5)},{ACC-C-GPress_(2.3.6)},{ACC-H-GPress_(2.3.7)},{ACC-Temp_(2.3.8)},{ACC-C-ILRes_(2.3.9)},{ACC-H-ILRes_(2.3.10)},{CorePower_(2.2.1)},{PSPressure_(2.2.2)},{InitLoopFlowA_(2.2.3)},{InitLoopFlowB_(2.2.4)},{SSPressureAB_(2.2.5)},{SGFeedTempAB_(2.2.6)},{CCFL_(2.1.1)},{CCFL_(2.1.2)},{CCFL_(2.1.3)},{CCFL_(2.1.4)},{CCFL_(2.1.5)},{CCFL_(2.1.6)},{CoreUppHSFA_(2.1.7)},{CoreLLtoHLD_(2.1.8)}
1.096308592,1.009634977,2.918697659,1.133719354,1.082528424,1.133726572,1.063617247,0.926413547,0.862084187,1.053341254,0.863969886,0.888287547,0.983071384,0.928973426,1.032387485,1.08449628,0.907819023,0.989649055,0.91847962,0.635821685,9.364909927,1.000330631,1.004437148,1.012664792,1.085979863,0.825207104,1.005584974,1.009960418,1.016862795,0.99960037,0.990900197,0.994675884,1.213268959,1.361022158,0.909831382,2.048613566,0.907061283,1.226555903,0.975846895,0.98776398
0.999655676,0.970963828,6.402192063,0.950997692,0.976464509,0.95761345,1.050318474,1.159676351,1.064107889,1.149831666,1.093633054,0.879504231,0.987563681,0.979117304,1.025790515,0.919201158,0.836428744,0.821944751,1.110556749,0.65357955,7.571900026,0.995433699,0.990112679,1.012283166,1.118119499,0.898139388,0.983085563,1.017479028,1.000234027,0.992425833,1.000436906,1.004219655,0.958848994,1.710124111,0.929351508,1.172008527,1.079231634,1.162850828,0.969147982,0.953320862
1.013190509,0.920980588,-39.04579755,0.846857831,1.045219905,0.826136859,1.035156722,1.079713279,1.103988057,0.990374107,0.9183219,0.998988667,1.094426274,1.116490469,0.898050654,1.041618766,0.995724989,1.172664748,0.937617477,0.608451942,12.6826919,1.009980516,1.007867469,1.021903878,1.001146362,1.02964567,0.994212934,1.013518684,0.988941831,1.015321565,0.994619428,0.996114401,1.527630533,1.614736714,1.051180014,2.38008825,1.00484767,1.385719361,0.990345197,1.011787846
0.892806089,0.988020138,15.81499382,1.00851965,1.1318464,0.806946573,0.939742451,0.883092835,1.055177862,1.023835626,1.034923207,0.939532999,0.944466422,1.167240881,1.152623708,1.081463565,1.107602724,1.138578263,1.088587375,1.115197812,13.80548893,1.001024623,1.001065748,1.014625943,0.839639692,0.847847834,0.996373218,0.991615885,1.014016991,1.014610022,0.988636412,0.997102113,1.535381121,1.432962233,1.08414793,1.30116555,1.080873653,1.268217984,1.016939686,1.011026777
0.974793262,0.926560794,47.33451234,0.89178644,0.913192739,1.027276809,1.162820469,0.98278831,1.113314745,1.107885871,1.058432925,0.996336127,1.143159945,0.923851449,0.857204653,1.053567939,0.915666542,1.154024141,0.772584755,0.92519683,13.45877255,1.002334141,1.004662555,0.986598105,1.060690525,0.858480289,1.005377843,0.991822321,0.988569877,0.999180361,1.014720596,0.988262929,1.019873118,1.596955726,1.005293845,1.206964921,0.958462617,1.239891134,0.94894171,0.905664678
1.029469154,1.065895619,-36.32216221,1.02742231,1.073890078,0.896726245,1.021722197,1.00828095,1.060507181,0.818850213,1.175180697,1.113131147,0.963311514,0.962389012,0.92215957,1.092878344,1.118032406,0.913773632,0.824736132,0.792742067,13.70403472,1.007461788,1.00949458,1.003344684,0.943480334,1.122397204,0.998058915,0.988416812,1.00284971,0.989398428,1.004387412,0.992137375,1.307191793,1.454011967,0.991922666,2.449078137,0.911500375,1.130256999,1.016204373,1.054328244
1.041763836,0.993158601,-12.61178472,0.975348782,1.036901058,0.965918439,1.112851404,0.949821506,1.031825844,0.992254369,0.93252821,0.915917654,0.855007091,1.120405828,0.99874323,1.061221803,0.839726331,1.130032411,1.072221387,0.566944402,9.824656919,0.996304071,0.996562463,0.987185203,1.155942593,0.903014811,1.011225435,1.007067182,1.01623611,0.982450345,0.99436753,0.989847095,1.143361456,1.071146013,0.939556234,1.60269449,1.050872832,1.184080082,1.040326016,1.002577421
1.011601968,1.071736956,26.43582891,0.986651154,1.042958836,0.856703614,1.027261198,0.894327228,0.88481495,1.084914,1.124683703,0.986052712,1.1147506,1.143754799,0.988643718,1.09581251,0.83314656,0.954857854,0.947967057,1.385204169,2.877850054,1.006645794,1.008921547,0.97714151,0.955292204,0.960548668,0.997867746,0.996472528,0.976669121,0.997541442,0.993767727,0.996380532,1.351079956,1.13383404,0.957062998,3.14946311,0.957485748,1.315616047,0.971435495,1.026581759
0.850791647,1.058324952,33.43404042,1.055345509,0.96614691,0.983018532,0.919828866,0.993179312,0.9278968,1.003931903,1.006255581,1.027634619,1.032001791,1.168285308,1.123273063,1.025675262,0.870587857,0.868560877,1.117747658,1.052395241,16.93557181,0.993227654,1.002073708,0.97991154,1.115946272,0.891422257,1.010512585,0.998788626,1.004219424,1.011775045,1.005067433,1.008447906,1.508262538,1.1652435,1.029625572,2.925228747,0.926076009,1.538728163,1.031083945,0.954774313
1.063701937,0.913131703,46.12224851,1.047390545,1.027627302,0.980124721,0.882949124,0.932431796,1.016253728,0.940134617,0.996480699,1.115306684,0.92721436,0.977859648,0.968856132,1.186762128,0.874456111,0.885928574,0.794969501,0.908424737,3.44200475,1.000719571,1.004908919,1.000588685,1.017781123,0.95178019,1.01303025,0.998904051,1.029505725,0.997219064,1.001257843,1.017603089,1.520720893,1.079822557,0.940182662,2.104360252,1.091797077,1.194440617,0.976786359,0.959939341
0.934463374,0.874594117,41.21790102,1.076000923,1.047571356,0.978648893,1.040334758,1.004686105,1.139110087,0.875099974,0.94965406,0.925899165,0.954615311,0.964605393,0.928916935,1.128131835,0.868038854,0.835385223,1.038951413,1.190746114,14.6804836,0.994539918,1.001326571,0.983522744,1.100142563,1.108348409,1.007570908,1.019219139,0.992295382,1.018861254,0.995417852,1.007807943,1.10219276,1.325541596,0.995049743,2.225029567,0.931989702,1.029961227,1.057876137,1.033813268
0.829474271,1.082023156,-10.34683796,0.933724602,0.987549337,1.176133036,0.995759062,0.969877203,0.980755328,0.959847541,1.059834783,1.072270904,1.166806873,0.933330504,0.992756952,0.967683304,0.809719165,1.106537416,1.006444811,0.656264677,10.45137045,0.996420577,0.990389274,0.984556889,0.930532374,1.193291213,0.984050124,0.997486138,0.981201857,0.988884287,1.012987859,1.006049381,1.355134999,1.703337372,1.056580207,2.521783928,0.94795174,1.012573415,1.007552918,0.979640199
1.001915963,1.041729866,-42.4957386,0.969868675,0.919513649,1.107800476,0.920874127,1.033058189,0.991005103,0.965650392,1.022684867,1.029227377,0.935149769,1.112156247,1.044712635,0.812006211,1.065564574,0.880627918,0.861487352,0.914691838,13.02338018,1.00760573,0.99186777,1.007399551,0.989534032,0.965004315,1.004771097,1.000071601,0.984421291,1.008663642,0.987031746,0.987417449,1.172579381,1.642407154,0.985712937,2.866797729,0.989407154,1.254146727,0.980785193,0.933569246
0.987653017,1.131956712,22.3103474,1.006265498,1.066505583,0.822857424,0.975856837,1.014017529,0.942086567,1.033041544,1.020791406,1.000362667,1.034216614,0.832878853,1.116851026,1.076854417,1.102150002,0.808741474,1.010420182,0.699814661,17.45632218,0.993543424,1.008465756,0.971067518,0.900191279,1.033222178,0.991517555,1.008861013,0.973274231,0.987338258,0.997394302,0.987096996,1.216761868,1.64975927,1.099897706,3.096252623,0.935458221,1.363305784,1.000010108,1.064180069
0.966991681,1.152107751,10.91244521,0.937669567,1.036355752,1.010831725,1.139614845,0.808588523,1.048913123,0.905785315,1.013217628,0.969701607,0.985062358,0.901200948,1.052604598,1.085393976,1.049457853,1.090267264,0.755072445,0.946191997,2.214238662,1.00359405,1.006445442,1.004127482,0.877029146,1.004444901,0.992311526,1.009382927,0.992046679,1.002532173,1.001994042,1.010319332,1.37479592,1.295900151,1.041705505,1.784068787,0.900190459,1.096576036,0.987109925,0.964495107
0.822753349,0.930449997,-49.49961871,0.91870962,0.830668195,0.872796539,1.032752299,0.909239076,1.19288822,1.172655857,1.164211965,1.063362238,1.180207464,1.043936689,0.807262858,1.070681855,1.071308071,1.035922287,0.777927204,1.34899415,14.79924435,1.001478736,0.994534438,1.023735199,0.888892558,1.148026893,0.990677821,0.990303905,1.019729606,1.001661738,1.002440664,1.0113402,1.090208705,1.213678145,1.066976521,1.832716962,1.07453125,1.088949606,1.037599687,0.99822927
0.885838982,1.145623474,16.20479998,1.1129865,0.886365364,1.002747363,0.935816183,0.945024748,1.061498753,0.979325536,1.077165606,0.837657512,1.121736645,1.010812795,0.970550141,0.956599247,0.882645916,0.857150464,0.709884839,0.829558029,15.0938284,1.002237481,0.992298694,1.003718176,0.904126489,1.110912461,0.989200218,1.011277397,1.009878569,0.991531861,1.008068645,0.992354117,1.044695551,1.733633163,0.97802214,2.82478194,0.9799871,1.520245258,1.003443611,1.008253123
1.166640679,1.163814602,-27.64677433,0.9323,1.167188546,0.916196744,0.875661706,0.934242159,0.965261837,0.943789701,1.047509453,1.060917165,1.135535124,1.087456997,0.893813918,0.881072737,1.121194416,1.040322671,0.86100435,1.143564004,5.217998857,0.99521952,0.994489167,1.01128097,0.850908908,0.971426724,0.999359367,1.004606844,0.980194276,1.007846269,1.012159851,1.001052477,1.473507802,1.189793124,0.975118523,1.880247395,1.043905608,1.048329921,1.014689207,1.044244173
1.005199714,1.186806635,31.71586408,1.140426817,0.843281091,0.932437464,1.148658621,1.020748241,1.079282963,0.968876104,1.037640142,0.844454205,0.918378774,0.897339403,1.015024868,0.871909758,1.002607509,0.933059089,1.123492898,1.341004946,5.094609592,0.990747774,1.00066926,0.999925326,1.188520083,0.888356097,0.986573283,1.001434114,1.001267865,1.006836323,0.988119014,0.994007404,1.479367748,1.064540186,1.018531206,3.057647939,0.984213063,1.502522423,0.963800864,0.981140613
1.064235956,1.091867941,-40.99362675,1.034373683,1.093258798,0.852622773,1.043528849,0.962713708,0.937972048,1.007658918,0.947876668,0.914827888,0.923730312,1.091070256,0.926566634,0.888194489,1.189806398,0.957801992,1.031567319,0.665577999,3.099296113,1.007313127,1.003959243,0.976937823,1.135457972,0.993414277,0.995842397,0.993912106,1.012134418,1.012744717,0.998345293,1.003547683,0.985463753,1.160534824,1.009258703,3.052982336,0.938810893,1.40105634,1.084810349,1.07551686
1.008691811,1.005063293,45.16243223,0.927821617,1.118158437,1.187259293,0.966140271,1.116146328,1.028882213,0.972779589,0.963722355,0.959569505,0.845307282,1.01608609,1.028933256,1.119660782,1.03853313,0.94928395,1.09213594,0.951376465,1.606805946,0.997627181,1.002465564,0.978896371,0.834681244,0.845132644,1.001830858,1.009648522,0.985836963,1.02200952,1.01864522,1.002988601,1.02789352,1.5728393,1.097522394,2.374337948,1.07745136,1.291123778,0.942626391,1.017018503
1.057165822,1.017261994,-44.43319945,0.976679378,1.148630243,1.030064622,0.950982098,1.098003314,0.886167837,0.999917889,1.004876037,0.955618505,0.891664258,0.940826817,1.13254714,1.10781227,0.863080372,0.920852012,0.845870768,0.802273974,16.61407226,0.998961841,0.993521134,0.988842993,0.898479892,1.093717284,0.99863573,1.011499785,0.993246869,0.984317714,1.015239006,0.993365894,1.497300991,1.051246435,0.983164278,2.841231193,1.005686933,1.443652223,1.013517916,0.978901996
0.930531492,1.116356806,-35.62604625,1.060379122,0.922686259,1.073707278,0.848905999,1.006694771,1.008828931,1.045869969,0.845546886,0.923293609,1.019184654,0.975152693,0.985604222,0.931124875,0.944492944,0.819195075,0.940128208,1.416938492,6.700788645,1.000365813,0.995334086,0.981900334,0.990969525,1.026093367,1.008408258,1.00250722,1.025390022,0.978813694,0.997285806,0.989217467,1.429807166,1.05709641,1.04348021,1.539309931,1.012446763,1.144661559,0.972083904,0.990057929
1.024503204,1.040959203,-46.63076013,1.028742123,1.013760527,0.901576951,1.019132585,1.011645412,1.09315078,1.063464108,1.132970296,0.909231041,1.067248626,0.922733428,0.977162639,1.140856582,1.170665566,1.167221165,1.136697803,1.360189757,9.559248645,0.991915357,0.990682446,0.995573951,1.12031842,1.076183408,1.000420071,0.983823556,1.011156826,1.009801414,1.010588925,0.99334701,1.024730848,1.508684465,1.052254403,1.61785969,1.000079471,1.491940534,1.018871696,0.977298415
1.175485573,0.938276846,7.874710115,1.015019427,1.051349118,0.999402034,1.059597902,0.999854222,0.954831993,1.001384544,1.063818781,1.132217207,1.020306012,1.063947848,1.077498716,1.016123267,0.82275013,1.099680855,1.024887477,1.281892693,3.643958155,0.994081559,0.997206562,0.979027892,0.829293181,1.017695155,1.000737703,1.00847281,1.010859047,1.016695513,1.001792567,1.011008523,1.01410018,1.65693133,0.980566654,2.498462185,1.070259488,1.072598727,1.070017799,0.911782906
0.978550576,0.948767523,-32.35137469,1.154240464,0.997773933,1.115642507,0.816372243,0.958339302,1.134401424,1.161810425,0.884620728,0.936228446,0.903497738,0.933975378,0.938175088,1.104971524,0.900533515,1.119984503,0.886114895,1.212347936,11.01691889,0.991018554,0.99268371,1.026660159,0.882421467,0.944432085,0.995334421,1.002159378,0.986038196,0.994806767,1.008318722,0.999259647,1.034569947,1.104631974,1.079093691,2.87180363,1.006717696,1.262242123,0.973910786,0.938996156
1.003517376,0.841428977,-45.19963637,1.120583611,1.075201309,0.884055809,1.055866994,1.089255983,0.877668517,0.955877779,1.130629022,1.136751711,1.039898746,0.865779418,0.945215407,0.914299586,0.921836113,0.842042776,1.001920486,1.294380029,15.48050005,1.005781642,1.00297419,1.029311824,1.028933705,0.83077279,1.008646581,1.006825296,0.995382136,0.993682266,0.995207402,1.003985797,1.237905356,1.250754469,0.93332715,2.895160419,0.963505731,1.138148806,0.960875026,1.039724839
0.865356159,0.950587245,-0.878044824,0.887692863,1.02329596,1.110720999,1.083281908,0.991248133,0.977518557,0.920248771,0.863162269,0.908267234,0.824354369,1.002063636,0.924446005,0.824704686,1.090456822,0.861455527,0.738853765,1.292514008,1.926521171,0.999094934,1.004197166,0.973240543,1.051736732,0.863592622,0.987981725,1.003644693,1.027329393,0.993120939,0.991285583,1.002391557,1.264162111,1.519834867,1.063141864,1.394439036,1.016430829,1.45552063,0.996475306,1.021784404
1.105593924,1.138362718,30.85366179,0.893890824,1.119901142,1.005765441,0.967591717,0.857079138,0.984155421,0.952935199,0.817141847,0.99082593,1.008344726,0.917245768,0.975509061,1.087979007,0.963332043,0.960414328,0.933179515,1.278561328,14.0423943,0.991555085,1.00521563,1.019827981,0.812425854,0.979128781,1.002572477,0.997592197,0.998476865,1.006149487,0.998637916,1.002705887,1.267380704,1.311075762,0.910875497,1.034435738,0.974256578,1.259441009,0.936172625,0.988110166
1.052391274,1.059405905,-28.96521973,0.953491481,1.033435862,0.975595025,0.930695007,0.96854332,0.892674397,0.970855555,0.956537928,1.105745402,0.917767366,0.980041803,1.017191239,0.874967609,0.827786165,1.176255902,1.015062326,1.152180787,4.242594634,1.005573193,1.003749303,0.99374312,0.910816739,0.938924883,0.998444013,0.996951315,0.989905349,1.007666045,1.006577765,0.998182946,1.204442694,1.275680991,1.017843446,2.484299354,1.06551831,1.488368999,1.008769585,1.0284477
0.883437875,0.975667933,22.83921445,0.990707577,1.049130002,0.969265474,1.091186145,0.903501783,1.173751939,0.928707303,1.052590202,1.067421222,1.089793119,1.007610219,1.085105818,0.957205042,1.097351317,1.156691942,1.057831639,1.255057067,8.084476217,1.001698094,0.993479118,0.972097054,1.037435252,1.153229242,0.982194145,1.001135843,0.997186967,0.988495156,1.00284609,0.984053164,1.33445943,1.683834012,0.924937701,3.1359759,0.948446085,1.498329083,1.045726317,1.035795845
1.158712715,1.026494253,-19.98657292,1.078794329,0.998348782,0.988449755,0.996470646,1.127923244,1.147536753,1.01444725,0.953171271,0.852965673,0.969699406,0.889729625,1.095936618,1.072283819,0.930866143,1.163181937,1.062052748,1.262378709,15.73153409,0.994672189,1.007794814,0.996437278,0.860975356,0.954160829,0.99447202,0.992467547,0.989536981,0.98384457,1.001467782,0.990481059,1.441850521,1.637257621,1.032379337,2.987868622,1.067463685,1.093851304,1.028988082,0.958428235
1.10040459,1.036693595,-3.788600152,0.809684087,1.0533295,1.01309933,1.090525524,1.105456638,0.911629545,0.871087,1.073436971,0.896434378,1.000626818,1.068012484,0.939462425,0.911186785,1.089041159,0.845903426,0.830197697,0.715304693,7.122362135,0.998046938,0.991326627,0.98927362,1.068831947,0.990566753,1.002333871,1.005821982,0.988438987,1.017440361,1.019550031,1.005629175,1.193102861,1.791849139,0.987555805,1.752354795,0.920214764,1.411059159,1.060988597,0.911098427
0.855224717,0.89571041,-39.99536503,1.089113793,1.167938832,0.947793138,1.006466076,1.152803526,0.897399563,1.136291678,0.93977331,1.109714671,0.963014694,1.063311157,1.168069169,1.14889004,1.169363139,0.813942896,0.703370583,0.682137707,7.895471469,0.990082128,0.995550982,1.026255449,1.131574661,1.008504049,1.00655871,0.996029252,0.995987712,0.970426879,0.982978341,0.999126907,1.005112144,1.095348937,0.953370354,2.628219146,0.906644951,1.296894611,0.982939234,1.046228379
1.134258545,0.976313959,-2.710938857,1.104214805,1.014709016,0.956270451,0.915944411,1.111066245,0.953062309,1.117083999,0.872740562,0.968699198,1.044743516,1.012579316,1.065064697,0.959202718,0.954068979,0.803919921,0.872957953,1.123079271,13.29662611,1.000029437,1.008122429,1.020512755,1.033048996,1.175533272,0.994931162,1.014265861,1.005378978,1.0034476,0.998483266,1.014538947,1.3138277,1.393686127,1.054318443,2.346061744,1.085999128,1.230822723,0.927676297,1.047867559
1.059486823,0.959849483,-4.969200655,1.062833468,0.924161545,0.944356296,1.022395758,0.925686048,1.024059702,1.058977563,1.101664818,1.046827717,0.887483741,1.05017786,0.994601888,1.030917395,0.937950112,0.94348867,1.042263461,0.767226376,3.258119024,1.000512288,0.993051175,0.970504613,1.033660463,0.884845869,1.010974978,1.015174143,1.01493992,0.976787334,0.992593289,1.001781018,1.372451652,1.153229421,1.092736503,1.920166318,1.083793783,1.078093772,0.992956663,0.919478921
0.922912485,1.056442544,48.54470248,0.945147429,1.005942299,1.056525001,0.861600365,0.828629606,1.146069635,1.078524328,1.000922966,1.024444722,0.972554736,0.872853086,0.868866333,1.01248117,0.815819339,0.93573915,0.848942697,1.031984766,8.46800384,1.009360842,1.007052509,1.005647753,1.161515153,0.878333317,1.013641579,1.001264196,1.006587579,0.993911225,1.005908247,0.991542734,1.39323156,1.437450381,1.073893202,1.097287329,1.087219807,1.580355236,1.051350414,1.038810831
1.050474809,1.011693472,20.38117473,1.020598806,1.011896974,0.961870075,0.985611641,1.058482665,0.968645541,1.06788083,0.988345993,1.039737776,0.864332639,1.032351985,0.941631968,1.193968757,0.841733372,1.111631902,0.726244838,1.22211051,10.75932211,0.999612924,1.004009522,0.973530753,0.920551609,0.936484511,1.004037797,0.993477889,0.983409488,0.995185468,0.993282121,1.007452434,1.118354286,1.487136439,1.060952643,2.278152299,0.941415075,1.554338581,0.9550689,0.977750854
0.939702794,0.824973009,18.90921833,0.959024047,1.001033002,0.954606577,0.97402722,0.898850623,1.039586982,1.092695834,0.877546843,1.008632895,1.004282844,0.955878645,0.990791127,0.922681572,0.9732362,0.829760243,0.92662956,1.430980132,15.13033762,1.001276304,1.004819441,1.00680152,0.927768009,1.16200606,1.007909745,0.997302382,0.994618549,0.99576098,0.995642484,0.995471586,1.250414432,1.416212958,0.996684944,2.967671562,1.054348794,1.00499421,1.033072371,1.015537887
0.918061264,0.878266036,-21.59171812,1.018017132,1.002064446,1.045317659,0.947153506,1.050627325,0.906723832,1.065578182,0.941090458,0.958506809,1.055182753,0.99824469,0.841099598,1.156779235,0.864031012,1.127153134,0.899686674,1.060887106,15.64054827,0.991691636,0.999807206,1.016932024,1.010981722,0.835915088,0.987641139,1.001747526,0.988020636,0.996836638,0.989948371,1.009456829,1.047043653,1.345638739,0.994348185,2.082792227,0.983292252,1.166287348,0.932982155,1.051447498
0.944191791,0.870005641,-46.71913794,1.177165524,0.934865979,0.991482121,1.046488169,1.028908665,1.058260911,0.849246744,1.15134478,1.018057845,0.859532123,1.08926223,1.129385922,0.885079817,1.17860774,1.185530271,0.835706256,0.795936582,12.86739161,1.008105003,1.007490928,1.020004869,0.845956451,1.069516849,0.983656432,1.010652403,1.00119369,0.972627934,0.984151258,0.996294504,1.303746764,1.149005044,1.031559408,2.332094813,0.97006582,1.396651446,0.979672865,0.952771166
1.016727455,1.069628507,2.084709171,0.843063873,0.985159818,0.99402358,1.174545305,0.946445953,1.01347772,1.177076532,0.992100869,1.164823808,1.060592555,1.049515451,0.909671423,1.026423443,0.990053427,1.037930545,0.997397694,0.591547924,4.494458119,0.995919653,0.997760796,0.977695893,0.876577391,1.180901855,1.00017477,0.996141968,1.022026573,0.978304577,1.013227449,0.995208444,1.322619349,1.333293489,1.014965791,1.443560852,0.956338614,1.347127763,1.019655211,1.014454718
0.96186819,1.08940689,0.112433908,1.072119721,0.876318955,1.067770312,1.098793216,1.043673223,1.067610766,1.013561236,1.080927493,0.972355664,1.123527536,1.195423227,1.047461206,1.051437055,0.805209396,0.851240217,0.908144913,0.890572387,5.707466324,1.004097005,1.003242328,0.988391932,1.047766665,0.98011838,0.984704286,1.003737885,0.971501778,1.01569091,1.016216412,1.01181034,1.257779369,1.560846295,0.901759419,1.729619315,1.047398563,1.223580756,1.027377644,1.020260848
